StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q54,pos1,pos2,pos3,pos4,pos5,inc1,inc2,inc3,inc4,neut1,neut2,neut3,neut4,neut5,Data Sharing Fundame,datashare_opinion,datashare_behavior,datashare_b_percent_1,datashare_b_first_1,datashare_b_whynot,datashare_b_whynot_17_TEXT,datashare_b_others_1,datasure_o_others_1,datasure_o_others_2,datasure_o_others_3,datasure_o_others_4,datasure_o_others_5,Preregistration Fund,prereg_opinion,prereg_behavior,prereg_b_percent_1,prereg_p_first_1,prereg_b_whynot,prereg_b_whynot_14_TEXT,prereg_b_hesitate,prereg_b_hesitate_14_TEXT,prereg_b_future,prereg_b_future_14_TEXT,prereg_b_others_1,prereg_o_others_1,prereg_o_others_2,prereg_o_others_3,prereg_o_others_4,prereg_o_others_5,Q4,OA_opinion,OA_behavior,OA_b_percent_1,OA_b_when_1,OA_b_whynot,OA_b_whynot_12_TEXT,OA_b_hesitate,OA_b_hesitate_12_TEXT,OA_b_future,OA_b_future_12_TEXT,OA_b_others_1,OA_o_others_1,OA_o_others_2,OA_o_others_3,OA_o_others_4,OA_o_others_5,Q14,replication_opinion,replication_behavior,replication_b_percen_1,replication_b_when_1,replication_b_whynot,replication_b_whynot_13_TEXT,rep_b_hesitate,rep_b_hesitate_13_TEXT,rep_b_future,rep_b_future_13_TEXT,rep_b_others_1,rep_o_others_1,rep_o_others_2,rep_o_others_3,rep_o_others_4,rep_o_others_5,years,gender,gender_3_TEXT,identifyResearch,identifyScience,discipline,qualquant,method,qualquantField_1,qualquantField_2,comments
1/5/26 15:13,1/7/26 15:27,IP Address,*******,3,173665,FALSE,1/21/26 15:27,R_52SeLWVQKc0UGUp,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/26 7:52,1/8/26 7:52,IP Address,*******,3,9,FALSE,1/22/26 7:52,R_6JbNsMQpjjAYNDr,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/26 9:00,1/8/26 9:02,IP Address,*******,25,114,FALSE,1/22/26 9:02,R_7fN62eoDcm0a3CA,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/26 16:40,1/8/26 16:47,IP Address,*******,73,401,FALSE,1/22/26 16:47,R_3CgkwBwQjov54C0,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,Very much in favor,I have not published a scholarly work,,,,,,,,,30,0,0,0,0,0,,Very much in favor,I do not have a scholarly work reporting relevant research,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
1/9/26 10:41,1/9/26 10:42,IP Address,*******,3,79,FALSE,1/23/26 10:42,R_7KrU7aVeby9HDrn,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/26 14:00,1/9/26 16:39,IP Address,*******,3,182343,FALSE,1/23/26 16:39,R_7rEN5exNZ0TEx8J,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/26 14:57,1/11/26 19:41,IP Address,*******,30,17059,FALSE,1/25/26 19:41,R_5DYJlFDNhT0P6xP,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,Neither in favor nor against,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/26 6:44,1/12/26 6:47,IP Address,*******,41,199,FALSE,1/26/26 6:47,R_6EtP41qmgm1apmZ,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In favor,I do not have a scholarly work reporting relevant research,,,,,,,It doesn’t seem relevant for my work,,30,10,30,10,40,10,,,,,,,,,,,
1/12/26 10:37,1/12/26 10:37,IP Address,*******,3,16,FALSE,1/26/26 10:37,R_1V7RvU2EQlW9hSU,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 13:50,2/3/26 13:54,IP Address,*******,100,228,TRUE,2/3/26 13:54,R_5EvifEdweQXZ1ub,*******,*******,*******,*******,*******,*******,email,EN,Yes,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,,Very much in favor,Yes,50,2025,,,81,100,0,0,0,0,,Very much in favor,No,,,"It was too time consuming,I didn’t perceive my field to be in favor of this,I didn’t know of a suitable registry,It didn’t seem relevant for my work",,,,,,10,20,20,60,0,0,,In favor,Yes,60,2022,,,"Journal policy almost prevented it,Other:",Costly,,,81,80,0,20,0,0,,Very much in favor,No,,,"It was too time consuming,I was unfamiliar with the practice",,,,,,8,100,0,0,0,0,5,Man,,A lot,A moderate amount,,Quantitative,,0,100,
2/3/26 13:49,2/3/26 13:55,IP Address,*******,100,316,TRUE,2/3/26 13:55,R_7AX7jEZoHddKcsL,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Very much in favor,Yes,60,2018,,,60,50,0,0,50,0,,Neither in favor nor against,No,,,It didn’t seem relevant for my work,,,,,,30,50,0,0,50,0,,In favor,No,,,Journal policy prevented it,,,,,,50,80,0,0,20,0,,Very much in favor,No,,,"Given the nature of the research, it was not possible,It didn’t seem relevant for my work",,,,,,30,70,0,30,0,0,8,Man,,A moderate amount,A moderate amount,sociology,Quantitative,experimental,10,90,
2/3/26 13:51,2/3/26 13:57,IP Address,*******,100,342,TRUE,2/3/26 13:57,R_6QDOora6aohPzW6,*******,*******,*******,*******,*******,*******,email,EN,Yes,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,,In favor,No,,,The data were too difficult to anonymize (human subjects),,41,62,21,9,9,0,,Neither in favor nor against,No,,,It didn’t seem relevant for my work,,,,,,5,6,5,42,47,0,,Very much in favor,No,,,I didn’t have sufficient resources available,,,,,,28,81,17,0,0,0,,Neither in favor nor against,No,,,"Given the nature of the research, it was not possible",,,,,,20,10,9,71,9,0,30,Woman,,A lot,A moderate amount,Sociology,Qualitative,"ethnography, interviews",41,59,
2/3/26 13:57,2/3/26 13:57,IP Address,*******,100,27,TRUE,2/3/26 13:57,R_3L5spNo4tqYoD7U,*******,*******,*******,*******,*******,*******,email,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 13:50,2/3/26 13:57,IP Address,*******,100,440,TRUE,2/3/26 13:57,R_7didI8HLlcoQFTt,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Very much in favor,Yes,100,2021,,,15,20,10,10,30,30,,Very much in favor,No,,,Other:,"Norms for preregistration of non-experimental data analysis which is descriptive in nature (i.e., does not make causal claims) are unclear, and it isn't necessarily clear what purpose preregistration would or should serve. I think code and data availability are a better solution for this type of research",,,,,10,20,10,30,20,20,,Very much in favor,Yes,30,2021,,,"Journal policy almost prevented it,Other:",Open access is not a researcher level decision. Universities either have or do not have agreements with large publishers to cover their researchers' work. Not my call. ,,,31,0,0,100,0,0,,Very much in favor,No,,,It didn’t seem relevant for my work,,,,,,5,20,0,20,40,20,7,Man,,A moderate amount,A moderate amount,Political Science,Quantitative,Big data,40,60,
2/3/26 13:53,2/3/26 13:58,IP Address,*******,100,260,TRUE,2/3/26 13:58,R_5M5mtJoz5LJ07dV,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,,Neither in favor nor against,I do not have a scholarly work that used data,,,,,52,65,60,47,3,6,,Neither in favor nor against,No,,,It didn’t seem relevant for my work,,,,,,51,42,34,25,14,10,,Neither in favor nor against,No,,,It didn’t seem relevant for my work,,,,,,62,41,21,21,14,12,,Neither in favor nor against,I do not have a scholarly work reporting relevant research,,,,,,,It doesn’t seem relevant for my work,,20,51,21,9,8,2,4,Woman,,A little,A little,Indiana U. ,Qualitative,"qualitiave, grounded theory",21,79,
2/3/26 13:50,2/3/26 13:58,IP Address,*******,100,519,TRUE,2/3/26 13:58,R_1YD6VFJAAMT7qg6,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,,Very much in favor,Yes,50,2014,,,50,30,40,20,10,0,,Very much in favor,No,,,"I didn’t perceive my field to be in favor of this,It didn’t seem relevant for my work,My collaborators were opposed to doing it,I won’t be rewarded for it",,,,,,20,10,20,50,20,0,,In favor,No,,,"I didn’t perceive my field to be in favor of this,It didn’t seem relevant for my work,My collaborators were opposed to doing it,I won’t be rewarded for it",,,,,,40,30,30,30,10,0,,In favor,No,,,"I didn’t perceive my field to be in favor of this,It didn’t seem relevant for my work,My collaborators were opposed to doing it,I won’t be rewarded for it",,,,,,10,5,20,50,20,5,25,Man,,A lot,A great deal,Applied Psychology (I/O and Advanced Statistics),Quantitative,Experimental Designs and big Data,10,90,
2/3/26 13:52,2/3/26 13:59,IP Address,*******,100,409,TRUE,2/3/26 13:59,R_3165XAwzoQBx6ec,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,,Very much in favor,Yes,100,2023,,,80,100,0,0,0,0,,In favor,I do not have a scholarly work reporting studies,,,,,,,"I am unfamiliar with the practice,I don’t know of a suitable registry",,,0,0,0,0,0,,Very much in favor,No,,,Journal policy prevented it,,,,,,31,0,70,0,30,0,,In favor,I do not have a scholarly work reporting relevant research,,,,,,,It doesn’t seem relevant for my work,,,0,0,0,0,0,5,Other,He/They - masculine non-binary or NB man,A lot,Not at all,Communication Studies,Qualitative,Conjunctural Analysis ,100,0,
2/3/26 13:53,2/3/26 13:59,IP Address,*******,100,355,TRUE,2/3/26 13:59,R_6ozpQFx10TUhiOm,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,,Against,No,,,"The data were proprietary or access was restricted,The data were too difficult to anonymize (human subjects),I didn't want to lose control over how the data were used",,64,51,20,21,8,0,,Very much in favor,I do not have a scholarly work reporting studies,,,,,,,,,25,61,20,13,21,10,,Very much in favor,Yes,100,2025,,,,,,,57,35,44,28,13,8,,Very much in favor,I do not have a scholarly work reporting relevant research,,,,,,,,,36,56,19,23,9,3,6,Woman,,A great deal,A moderate amount,Political Science,Quantitative,causal inference,65,35,
2/3/26 13:52,2/3/26 13:59,IP Address,*******,100,389,TRUE,2/3/26 13:59,R_1WzniIcIG162T05,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,,Very much in favor,Yes,100,2025,,,76,0,0,0,0,0,,In favor,Yes,52,2021,,,,,,,59,0,0,0,0,0,,Very much in favor,No,,,"I didn’t have sufficient resources available,Journal policy prevented it",,,,,,24,0,0,0,0,0,,Very much in favor,Yes,89,2017,,,"I didn’t perceive my field to be in favor of this,I was unfamiliar with the practice,I didn’t have sufficient resources available",,,,32,80,0,0,0,0,6,Woman,,A moderate amount,A moderate amount,Political science,Quantitative,Experiments,20,80,
2/3/26 13:49,2/3/26 13:59,IP Address,*******,100,593,TRUE,2/3/26 13:59,R_5EL6zA1cHrRcvlf,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,,In favor,No,,,I didn't know of a suitable repository,,25,50,10,30,10,0,,In favor,No,,,It didn’t seem relevant for my work,,,,,,10,20,20,30,20,10,,In favor,Yes,20,2016,,,"I didn’t have sufficient resources available,Other:",Expensive and I don't receive grants to offset publication costs,,,40,50,20,30,0,0,,In favor,I do not have a scholarly work reporting relevant research,,,,,,,It doesn’t seem relevant for my work,,10,10,20,40,15,15,15,Woman,,A great deal,A moderate amount,Communication,Qualitative,"interpretive analysis, thematic analysis, qualitative coding",50,50,
2/3/26 13:53,2/3/26 13:59,IP Address,*******,100,363,TRUE,2/3/26 13:59,R_5ZvSkPJ13hNHo1r,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Very much in favor,Yes,80,2021,,,100,90,0,0,10,0,,Very much in favor,Yes,64,2020,,,,,,,100,80,0,0,10,10,,No opinion,No,,,I didn’t have sufficient resources available,,,,,,15,71,38,10,0,0,,Very much in favor,I do not have a scholarly work reporting relevant research,,,,,,,"I don’t perceive my field to be in favor of this,It doesn’t seem relevant for my work,I won’t be rewarded for it",,30,100,0,0,0,0,9,Woman,,A great deal,A great deal,I didn't get my PhD yet,Quantitative,"Experimental design, text data ",90,10,
2/3/26 13:51,2/3/26 14:00,IP Address,*******,100,529,TRUE,2/3/26 14:00,R_5EtbFR6rUS8hPZQ,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,In favor,Yes,20,2025,,,40,55,15,0,15,15,,No opinion,I do not have a scholarly work reporting studies,,,,,,,"I don’t want others to use my plans for their own research,I don’t perceive my field to be in favor of this,I don’t know of a suitable registry",,20,0,0,100,0,0,,Very much in favor,Yes,75,2020,,,"I didn’t perceive my field to be in favor of this,I won’t be rewarded for it",,,,40,0,15,15,45,25,,Very much in favor,I do not have a scholarly work reporting relevant research,,,,,,,"It is too time consuming,I don’t have sufficient resources available,I won’t be able to access the necessary data, materials, or code",,70,100,0,0,0,0,7,Man,,A moderate amount,A moderate amount,N/A (Master's Degree),Qualitative,Pre/post assessment to track growth,70,30,
2/3/26 13:56,2/3/26 14:00,IP Address,*******,100,285,TRUE,2/3/26 14:00,R_621JuQK3cVtQ9R7,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,,In favor,Yes,40,2018,,,63,0,0,0,0,0,,Very much against,No,,,"It was too time consuming,It was too difficult,I didn’t want others to use my plans for their own research",,,,,,30,0,0,0,0,0,,Neither in favor nor against,Yes,20,2025,,,"I didn’t have sufficient resources available,It didn’t seem relevant for my work",,,,,0,0,0,0,0,,Neither in favor nor against,I do not have a scholarly work reporting relevant research,,,,,,,"I don’t think it is important,It doesn’t seem relevant for my work,I won’t be rewarded for it",,,0,0,0,0,0,13,Woman,,A lot,A moderate amount,Political Science,Quantitative,survey research,30,70,
2/3/26 13:54,2/3/26 14:01,IP Address,*******,100,453,TRUE,2/3/26 14:01,R_77j2ozRAXzGmCgp,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,,In favor,Yes,,,,,,0,50,0,50,0,,No opinion,No,,,Other:,I haven't heard of this,,,,,,0,0,0,0,0,,Very much in favor,No,,,Other:,I don't know if it was an option,,,,,,0,0,0,0,0,,In favor,I do not have a scholarly work reporting relevant research,,,,,,,"It is too time consuming,I don’t have sufficient resources available,Given the nature of the research, it won’t be possible,It doesn’t seem relevant for my work",,,0,0,0,0,0,8,Woman,,A lot,A moderate amount,Education,Qualitative,"Historical methods, qualitative interviewing and coding ",100,0,
2/3/26 13:53,2/3/26 14:02,IP Address,*******,100,503,TRUE,2/3/26 14:02,R_6AZqo8wscBWS0do,*******,*******,*******,*******,*******,*******,email,EN,Yes,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,Very much in favor,Yes,85,2007,,,70,70,20,10,0,0,,In favor,Yes,60,2014,,,"It was too time consuming,Other:",It restricts the analyses that one can do - reducing false positives but it can increase false negatives. ,,,90,50,20,15,15,0,,Very much in favor,Yes,50,2006,,,"I didn’t think it was important,I didn’t have sufficient resources available,Journal policy almost prevented it",,,,70,83,17,0,0,0,,In favor,No,,,,I had other questions I preferred to investigate,,,,,80,60,25,15,0,0,25,Man,,A great deal,A great deal,psychology,Quantitative,experimental design,70,30,"For most of the survey questions, the actual answer would be something like ""it depends"" or ""I'd need to have better context or know your definition before actually answering"""
2/3/26 13:54,2/3/26 14:04,IP Address,*******,100,587,TRUE,2/3/26 14:04,R_5qz4VjChpoQNNEL,*******,*******,*******,*******,*******,*******,email,EN,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,,Neither in favor nor against,No,,,"I didn't want others to use the data for their own research,The data were too difficult to anonymize (human subjects),I didn't perceive my field to be in favor of this,I didn't want to lose control over how the data were used,I didn't know of a suitable repository",,14,10,30,30,20,0,,Neither in favor nor against,No,,,"I didn’t perceive my field to be in favor of this,I was unfamiliar with the practice,I didn’t know of a suitable registry,It didn’t seem relevant for my work,I didn’t think it was important",,,,,,10,10,25,60,5,0,,In favor,No,,,"I didn’t perceive my field to be in favor of this,Journal policy prevented it",,,,,,15,15,20,55,10,0,,Very much in favor,No,,,"Given the nature of the research, it was not possible",,,,,,15,50,30,15,5,0,4,Woman,,A little,A little,Special education,Qualitative,Interviews,40,60,
2/3/26 13:55,2/3/26 14:04,IP Address,*******,100,528,TRUE,2/3/26 14:04,R_5NCzdw7OY0tlcAj,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,,Very much in favor,Yes,81,2021,,,70,100,0,0,0,0,,In favor,No,,,"It was too time consuming,It was too difficult,I was unfamiliar with the practice,I didn’t know of a suitable registry,It didn’t seem relevant for my work",,,,,,25,21,10,51,10,10,,Very much in favor,Yes,100,2021,,,,,,,100,100,0,0,0,0,,Very much in favor,Yes,29,2022,,,,,,,24,21,31,51,0,0,4,Man,,A lot,A lot,Economics,Quantitative,"Admin Data, Institutional Survey Data ",10,90,
2/3/26 13:57,2/3/26 14:04,IP Address,*******,100,453,TRUE,2/3/26 14:04,R_5jlYUlNMMxbd5TW,*******,*******,*******,*******,*******,*******,email,EN,Yes,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,,Very much in favor,Yes,80,2019,,,60,80,10,10,0,0,,In favor,No,,,"It was too difficult,I didn’t want others to use my plans for their own research,I didn’t know of a suitable registry,It didn’t seem relevant for my work,I won’t be rewarded for it",,,,,,20,30,40,20,10,0,,Very much in favor,No,,,"I didn’t have sufficient resources available,Journal policy prevented it",,,,,,40,80,10,10,0,0,,Very much in favor,No,,,,"My most recent scholarly work was an original question, not a replication. I'm also not sure what it means to ""report"" a replication study.",,,,,10,65,25,10,0,0,13,Woman,,A great deal,A great deal,Economics,Quantitative,Regression analysis/causal inference using large data sets,5,95,
